tema,orden,parte,funcion,estilo,escala,modo,tonalidad,velocidadPPM,unidadMedidaDuracion,numeroPPC,factor,volumen,panorama,efecto,curvaEfecto
Yester Play,1,Parte uno,Melodía,Rock,Occidental,1 Mayor/Jónico,C,60,uno,4,*1,normal,Centro,,
