00,no,0
01,Mayor,1
02,Mayor,0
03,Mayor,0
04,Mayor,0
05,Mayor,5
06,Mayor,0
07,Mayor,0
08,Mayor,8
09,Mayor,0
10,Mayor,0
11,Mayor,0
12,Mayor,0
13,Mayor,13
14,Mayor,0
15,Mayor,0
16,Mayor,0
17,Mayor,17
18,Mayor,0
19,Mayor,0
20,Mayor,20
21,Mayor,0
22,Mayor,0
23,Mayor,0
24,Mayor,0
01,menor,1
02,menor,0
03,menor,0
04,menor,4
05,menor,0
06,menor,0
07,menor,0
08,menor,8
09,menor,0
10,menor,0
11,menor,0
12,menor,0
13,menor,13
14,menor,0
15,menor,0
16,menor,16
17,menor,0
18,menor,0
19,menor,0
20,menor,20
21,menor,0
22,menor,0
23,menor,0
24,menor,0
01,Aumentado,1
02,Aumentado,0
03,Aumentado,0
04,Aumentado,0
05,Aumentado,5
06,Aumentado,0
07,Aumentado,0
08,Aumentado,0
09,Aumentado,9
10,Aumentado,0
11,Aumentado,0
12,Aumentado,0
13,Aumentado,13
14,Aumentado,0
15,Aumentado,0
16,Aumentado,0
17,Aumentado,17
18,Aumentado,0
19,Aumentado,0
20,Aumentado,0
21,Aumentado,21
22,Aumentado,0
23,Aumentado,0
24,Aumentado,0
01,Aumentado 7,1
02,Aumentado 7,0
03,Aumentado 7,0
04,Aumentado 7,0
05,Aumentado 7,5
06,Aumentado 7,0
07,Aumentado 7,0
08,Aumentado 7,0
09,Aumentado 7,9
10,Aumentado 7,0
11,Aumentado 7,0
12,Aumentado 7,12
13,Aumentado 7,13
14,Aumentado 7,0
15,Aumentado 7,0
16,Aumentado 7,0
17,Aumentado 7,17
18,Aumentado 7,0
19,Aumentado 7,0
20,Aumentado 7,0
21,Aumentado 7,21
22,Aumentado 7,0
23,Aumentado 7,0
24,Aumentado 7,24
01,disminuido,1
02,disminuido,0
03,disminuido,0
04,disminuido,4
05,disminuido,0
06,disminuido,0
07,disminuido,7
08,disminuido,0
09,disminuido,0
10,disminuido,0
11,disminuido,0
12,disminuido,0
13,disminuido,13
14,disminuido,0
15,disminuido,0
16,disminuido,16
17,disminuido,0
18,disminuido,0
19,disminuido,19
20,disminuido,0
21,disminuido,0
22,disminuido,0
23,disminuido,0
24,disminuido,0
01,Suspendido 2,1
02,Suspendido 2,0
03,Suspendido 2,3
04,Suspendido 2,0
05,Suspendido 2,0
06,Suspendido 2,0
07,Suspendido 2,0
08,Suspendido 2,8
09,Suspendido 2,0
10,Suspendido 2,0
11,Suspendido 2,0
12,Suspendido 2,0
13,Suspendido 2,13
14,Suspendido 2,0
15,Suspendido 2,15
16,Suspendido 2,0
17,Suspendido 2,0
18,Suspendido 2,0
19,Suspendido 2,0
20,Suspendido 2,20
21,Suspendido 2,0
22,Suspendido 2,0
23,Suspendido 2,0
24,Suspendido 2,0
1,Suspendido 4,1
2,Suspendido 4,0
3,Suspendido 4,0
4,Suspendido 4,0
5,Suspendido 4,0
6,Suspendido 4,6
7,Suspendido 4,0
8,Suspendido 4,8
9,Suspendido 4,0
10,Suspendido 4,0
11,Suspendido 4,0
12,Suspendido 4,0
13,Suspendido 4,13
14,Suspendido 4,0
15,Suspendido 4,0
16,Suspendido 4,0
17,Suspendido 4,0
18,Suspendido 4,18
19,Suspendido 4,0
20,Suspendido 4,20
21,Suspendido 4,0
22,Suspendido 4,0
23,Suspendido 4,0
24,Suspendido 4,0
01,Séptima Dominante,1
02,Séptima Dominante,0
03,Séptima Dominante,0
04,Séptima Dominante,0
05,Séptima Dominante,5
06,Séptima Dominante,0
07,Séptima Dominante,0
08,Séptima Dominante,8
09,Séptima Dominante,0
10,Séptima Dominante,0
11,Séptima Dominante,11
12,Séptima Dominante,0
13,Séptima Dominante,13
14,Séptima Dominante,0
15,Séptima Dominante,0
16,Séptima Dominante,0
17,Séptima Dominante,17
18,Séptima Dominante,0
19,Séptima Dominante,0
20,Séptima Dominante,20
21,Séptima Dominante,0
22,Séptima Dominante,0
23,Séptima Dominante,23
24,Séptima Dominante,0
01,Novena,1
02,Novena,0
03,Novena,0
04,Novena,0
05,Novena,5
06,Novena,0
07,Novena,0
08,Novena,8
09,Novena,0
10,Novena,0
11,Novena,11
12,Novena,0
13,Novena,13
14,Novena,0
15,Novena,0
16,Novena,0
17,Novena,17
18,Novena,0
19,Novena,0
20,Novena,20
21,Novena,0
22,Novena,0
23,Novena,23
24,Novena,0
01,menor 7 b5,1
02,menor 7 b5,0
03,menor 7 b5,0
04,menor 7 b5,4
05,menor 7 b5,0
06,menor 7 b5,0
07,menor 7 b5,7
08,menor 7 b5,0
09,menor 7 b5,0
10,menor 7 b5,0
11,menor 7 b5,0
12,menor 7 b5,12
13,menor 7 b5,13
14,menor 7 b5,0
15,menor 7 b5,0
16,menor 7 b5,16
17,menor 7 b5,0
18,menor 7 b5,0
19,menor 7 b5,19
20,menor 7 b5,0
21,menor 7 b5,0
22,menor 7 b5,0
23,menor 7 b5,0
24,menor 7 b5,24
01,maj7,1
02,maj7,0
03,maj7,0
04,maj7,0
05,maj7,5
06,maj7,0
07,maj7,0
08,maj7,8
09,maj7,0
10,maj7,0
11,maj7,0
12,maj7,12
13,maj7,13
14,maj7,0
15,maj7,0
16,maj7,0
17,maj7,17
18,maj7,0
19,maj7,0
20,maj7,20
21,maj7,0
22,maj7,0
23,maj7,0
24,maj7,24
01,Quinta,1
02,Quinta,0
03,Quinta,0
04,Quinta,0
05,Quinta,0
06,Quinta,0
07,Quinta,0
08,Quinta,8
09,Quinta,0
10,Quinta,0
11,Quinta,0
12,Quinta,0
13,Quinta,13
14,Quinta,0
15,Quinta,0
16,Quinta,0
17,Quinta,0
18,Quinta,0
19,Quinta,0
20,Quinta,20
21,Quinta,0
22,Quinta,0
23,Quinta,0
24,Quinta,0
01,Sexta,1
02,Sexta,0
03,Sexta,0
04,Sexta,0
05,Sexta,5
