06,Sexta,0
07,Sexta,0
08,Sexta,8
09,Sexta,0
10,Sexta,10
11,Sexta,0
12,Sexta,0
13,Sexta,13
14,Sexta,0
15,Sexta,0
16,Sexta,0
17,Sexta,17
18,Sexta,0
19,Sexta,0
20,Sexta,20
21,Sexta,0
22,Sexta,22
23,Sexta,0
24,Sexta,0
01,menor Sexta,1
02,menor Sexta,0
03,menor Sexta,0
04,menor Sexta,4
05,menor Sexta,0
06,menor Sexta,0
07,menor Sexta,0
08,menor Sexta,8
09,menor Sexta,0
10,menor Sexta,10
11,menor Sexta,0
12,menor Sexta,0
13,menor Sexta,13
14,menor Sexta,0
15,menor Sexta,0
16,menor Sexta,16
17,menor Sexta,0
18,menor Sexta,0
19,menor Sexta,0
20,menor Sexta,20
21,menor Sexta,0
22,menor Sexta,22
23,menor Sexta,0
24,menor Sexta,0
01,menor Séptima,1
02,menor Séptima,0
03,menor Séptima,0
04,menor Séptima,4
05,menor Séptima,0
06,menor Séptima,0
07,menor Séptima,0
08,menor Séptima,8
09,menor Séptima,0
10,menor Séptima,0
11,menor Séptima,11
12,menor Séptima,0
13,menor Séptima,13
14,menor Séptima,0
15,menor Séptima,0
16,menor Séptima,16
17,menor Séptima,0
18,menor Séptima,0
19,menor Séptima,0
20,menor Séptima,20
21,menor Séptima,0
22,menor Séptima,0
23,menor Séptima,23
24,menor Séptima,0
